,abv,ibu,id,name,style,brewery_id,ounces,name_style,super_category,type
1960,0.07200000000000001,40.0,1010,Old Potentate,Old Ale,118,12.0,old potentateold ale,ale,0.0
1961,0.05,20.0,856,Bombshell Blonde,American Blonde Ale,118,16.0,bombshell blondeamerican blonde ale,ale,0.0
1962,0.099,100.0,853,PRO-AM (2012) (2012),American Double / Imperial IPA,118,12.0,pro-am (2012) (2012)american double / imperial ipa,ale,0.0
1965,0.083,50.0,46,Buried Hatchet Stout,Foreign / Export Stout,118,12.0,buried hatchet stoutforeign / export stout,ale,0.0
1966,0.065,45.0,45,Pine Belt Pale Ale,American Pale Ale (APA),118,16.0,pine belt pale aleamerican pale ale (apa),ale,0.0
1967,0.05,20.0,44,Bombshell Blonde,American Blonde Ale,118,12.0,bombshell blondeamerican blonde ale,ale,0.0
1968,0.047,35.0,2486,Baby Daddy Session IPA,American IPA,78,12.0,baby daddy session ipaamerican ipa,ale,0.0
1982,0.05,22.0,855,Special Amber,Vienna Lager,498,12.0,special ambervienna lager,lager,1.0
1983,0.05,22.0,445,Special Amber,Vienna Lager,498,12.0,special ambervienna lager,lager,1.0
1986,0.042,20.0,1544,Starr Pils,German Pilsener,383,12.0,starr pilsgerman pilsener,lager,1.0
1987,0.065,52.0,1205,Northern Lights India Pale Ale,American IPA,383,16.0,northern lights india pale aleamerican ipa,ale,0.0
1988,0.048,12.0,369,Festie,Märzen / Oktoberfest,383,12.0,festiemärzen / oktoberfest,ale,0.0
1989,0.065,52.0,368,Northern Lights India Pale Ale,American IPA,383,12.0,northern lights india pale aleamerican ipa,ale,0.0
1990,0.065,65.0,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),119,12.0,third eye enlightened pale aleamerican pale ale (apa),ale,0.0
1991,0.049,17.0,92,Colorado Kölsch,Kölsch,119,12.0,colorado kölschkölsch,lager,1.0
1992,0.057,25.0,91,Steam Engine Lager,American Amber / Red Lager,119,12.0,steam engine lageramerican amber / red lager,lager,1.0
1993,0.065,65.0,90,Third Eye Pale Ale,American IPA,119,12.0,third eye pale aleamerican ipa,ale,0.0
1994,0.047,9.0,2366,Point Special (Current),American Adjunct Lager,131,12.0,point special (current)american adjunct lager,lager,1.0
1995,0.047,9.0,2365,Point Special,American Adjunct Lager,131,12.0,point specialamerican adjunct lager,lager,1.0
1996,0.054000000000000006,33.0,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),131,12.0,point cascade pale ale (2013)american pale ale (apa),ale,0.0
1997,0.047,9.0,2228,Point Special,American Adjunct Lager,131,12.0,point specialamerican adjunct lager,lager,1.0
1998,0.052000000000000005,9.0,2151,Onyx Black Ale,American Black Ale,131,12.0,onyx black aleamerican black ale,ale,0.0
1999,0.063,64.0,2150,Beyond The Pale IPA,American IPA,131,12.0,beyond the pale ipaamerican ipa,ale,0.0
2000,0.047,9.0,2122,Point Special (2013),American Adjunct Lager,131,12.0,point special (2013)american adjunct lager,lager,1.0
2001,0.047,9.0,2121,Point Special (2012),American Adjunct Lager,131,12.0,point special (2012)american adjunct lager,lager,1.0
2002,0.047,9.0,2115,Point Special Lager,American Adjunct Lager,131,16.0,point special lageramerican adjunct lager,lager,1.0
2004,0.057,15.0,1357,Point Oktoberfest,Märzen / Oktoberfest,131,16.0,point oktoberfestmärzen / oktoberfest,ale,0.0
2005,0.052000000000000005,7.0,1225,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,16.0,point nude beach summer wheatamerican pale wheat ale,ale,0.0
2006,0.05,7.0,816,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,12.0,point nude beach summer wheatamerican pale wheat ale,ale,0.0
2007,0.05,7.0,772,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,131,12.0,point nude beach summer wheat (2011)american pale wheat ale,ale,0.0
2009,0.049,13.0,650,Three Kings Ale,Kölsch,131,12.0,three kings alekölsch,ale,0.0
2010,0.057,15.0,456,Point Oktoberfest,Märzen / Oktoberfest,131,12.0,point oktoberfestmärzen / oktoberfest,ale,0.0
2011,0.054000000000000006,32.0,357,2012 Black Ale,American Brown Ale,131,12.0,2012 black aleamerican brown ale,ale,0.0
2012,0.05,7.0,141,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,131,12.0,point nude beach summer wheat (2010)american pale wheat ale,ale,0.0
2013,0.054000000000000006,33.0,140,Point Cascade Pale Ale,American Pale Ale (APA),131,12.0,point cascade pale aleamerican pale ale (apa),ale,0.0
2014,0.047,14.0,139,Point Amber Classic,American Amber / Red Lager,131,12.0,point amber classicamerican amber / red lager,lager,1.0
2015,0.047,9.0,138,Point Special Lager,American Adjunct Lager,131,12.0,point special lageramerican adjunct lager,lager,1.0
2016,0.051,31.0,953,Wisco Disco,American Amber / Red Ale,486,16.0,wisco discoamerican amber / red ale,ale,0.0
2021,0.051,25.0,1410,Sand Island Lighthouse,Kölsch,412,12.0,sand island lighthousekölsch,lager,1.0
2022,0.05,30.0,925,Lily Flagg Milk Stout,Milk / Sweet Stout,412,12.0,lily flagg milk stoutmilk / sweet stout,ale,0.0
2023,0.07200000000000001,70.0,637,Monkeynaut IPA,American IPA,412,12.0,monkeynaut ipaamerican ipa,ale,0.0
2025,0.041,8.0,2233,American Lager,American Adjunct Lager,129,12.0,american lageramerican adjunct lager,lager,1.0
2026,0.041,8.0,2232,American Amber,American Amber / Red Lager,129,12.0,american amberamerican amber / red lager,lager,1.0
2027,0.032,13.0,2231,American Light,Light Lager,129,12.0,american lightlight lager,lager,1.0
2028,0.053,49.0,2352,Extra Pale Ale,American Pale Ale (APA),138,12.0,extra pale aleamerican pale ale (apa),ale,0.0
2029,0.053,40.0,2549,Make It So,Extra Special / Strong Bitter (ESB),58,12.0,make it soextra special / strong bitter (esb),ale,0.0
2030,0.047,55.0,2473,Hopvale Organic Ale,American Pale Ale (APA),58,16.0,hopvale organic aleamerican pale ale (apa),ale,0.0
2031,0.083,100.0,2415,Unchained #18 Hop Silo,American Double / Imperial IPA,58,16.0,unchained #18 hop siloamerican double / imperial ipa,ale,0.0
2032,0.052000000000000005,29.0,2605,Tip Off,Altbier,25,16.0,tip offaltbier,ale,0.0
2034,0.054000000000000006,23.0,2164,Cowbell,American Porter,25,16.0,cowbellamerican porter,ale,0.0
2035,0.058,20.0,2085,Hop Up Offa That Brett (2014),Belgian Pale Ale,25,16.0,hop up offa that brett (2014)belgian pale ale,ale,0.0
2036,0.083,23.0,2084,PV Muckle (2013),Scotch Ale / Wee Heavy,25,16.0,pv muckle (2013)scotch ale / wee heavy,ale,0.0
2037,0.099,36.0,2083,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,25,16.0,bourbon barrel batch 666: sympathy for the devilbelgian dark ale,ale,0.0
2038,0.09,30.0,2082,Whip Fight,Scotch Ale / Wee Heavy,25,16.0,whip fightscotch ale / wee heavy,ale,0.0
2039,0.053,23.0,2081,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,25,16.0,port barrel wee mac scotch ale / wee heavy,ale,0.0
2040,0.064,75.0,2001,Fistful Of Hops Red,American IPA,25,16.0,fistful of hops redamerican ipa,ale,0.0
2041,0.063,75.0,2000,Fistful of Hops Orange,American IPA,25,16.0,fistful of hops orangeamerican ipa,ale,0.0
2042,0.064,75.0,1999,Fistful Of Hops Blue,American IPA,25,16.0,fistful of hops blueamerican ipa,ale,0.0
2043,0.064,75.0,1996,Fistful of Hops Green,American IPA,25,16.0,fistful of hops greenamerican ipa,ale,0.0
2045,0.09,30.0,1656,Wee Muckle,Scotch Ale / Wee Heavy,25,16.0,wee mucklescotch ale / wee heavy,ale,0.0
2046,0.065,55.0,1599,Royal Brat,Extra Special / Strong Bitter (ESB),25,16.0,royal bratextra special / strong bitter (esb),ale,0.0
2047,0.075,77.0,1420,Grapefruit Jungle (GFJ),American IPA,25,16.0,grapefruit jungle (gfj)american ipa,ale,0.0
2048,0.056,50.0,1389,Osiris Pale Ale,American Pale Ale (APA),25,16.0,osiris pale aleamerican pale ale (apa),ale,0.0
2049,0.099,75.0,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,25,16.0,bourbon barrel aged timmierussian imperial stout,ale,0.0
2053,0.071,27.0,1128,Ring of Dingle,Irish Dry Stout,25,16.0,ring of dingleirish dry stout,ale,0.0
2054,0.054000000000000006,23.0,1127,Bourbon Barrel Wee Mac,Scottish Ale,25,16.0,bourbon barrel wee macscottish ale,ale,0.0
2055,0.099,60.0,1049,Bourbon Barrel Johan,English Barleywine,25,16.0,bourbon barrel johanenglish barleywine,ale,0.0
2057,0.09,24.0,923,The Velvet Fog,Quadrupel (Quad),25,16.0,the velvet fogquadrupel (quad),ale,0.0
2058,0.055,23.0,874,Sun King Oktoberfest,Märzen / Oktoberfest,25,16.0,sun king oktoberfestmärzen / oktoberfest,ale,0.0
2059,0.052000000000000005,24.0,739,Indianapolis Indians Lager,Dortmunder / Export Lager,25,16.0,indianapolis indians lagerdortmunder / export lager,lager,1.0
2060,0.052000000000000005,24.0,698,Indians Victory Lager (2012),Dortmunder / Export Lager,25,16.0,indians victory lager (2012)dortmunder / export lager,lager,1.0
2062,0.091,91.0,651,Isis,American Double / Imperial IPA,25,16.0,isisamerican double / imperial ipa,ale,0.0
2063,0.09,30.0,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,25,16.0,wee muckle (2011)scotch ale / wee heavy,ale,0.0
2064,0.075,77.0,532,Grapefruit Jungle (GFJ) (2011),American IPA,25,16.0,grapefruit jungle (gfj) (2011)american ipa,ale,0.0
2065,0.055,23.0,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,25,16.0,sun king oktoberfest (2011)märzen / oktoberfest,ale,0.0
2066,0.099,60.0,394,Johan the Barleywine,English Barleywine,25,16.0,johan the barleywineenglish barleywine,ale,0.0
2067,0.054000000000000006,23.0,213,Wee Mac Scottish-Style Ale,Scottish Ale,25,16.0,wee mac scottish-style alescottish ale,ale,0.0
2068,0.053,20.0,55,Sunlight Cream Ale,Cream Ale,25,16.0,sunlight cream alecream ale,ale,0.0
2069,0.056,50.0,54,Osiris Pale Ale (2010),American Pale Ale (APA),25,16.0,osiris pale ale (2010)american pale ale (apa),ale,0.0
2070,0.045,15.0,1207,Dam Lager,American Amber / Red Lager,455,12.0,dam lageramerican amber / red lager,lager,1.0
2074,0.099,85.0,1739,BLAKKR,American Black Ale,61,16.0,blakkramerican black ale,ale,0.0
2075,0.073,69.0,1112,Overrated! West Coast Style IPA,American IPA,61,16.0,overrated! west coast style ipaamerican ipa,ale,0.0
2076,0.075,90.0,329,WET,American IPA,61,16.0,wetamerican ipa,ale,0.0
2077,0.04,37.0,19,Bitter Brewer,English Bitter,61,16.0,bitter brewerenglish bitter,ale,0.0
2078,0.055,34.0,18,SurlyFest,Rye Beer,61,16.0,surlyfestrye beer,lager,1.0
2079,0.051,45.0,17,Coffee Bender,American Brown Ale,61,16.0,coffee benderamerican brown ale,ale,0.0
2080,0.051,45.0,16,Bender,American Brown Ale,61,16.0,benderamerican brown ale,ale,0.0
2081,0.097,120.0,15,Abrasive Ale,American Double / Imperial IPA,61,16.0,abrasive aleamerican double / imperial ipa,ale,0.0
2082,0.051,20.0,14,Hell,Keller Bier / Zwickel Bier,61,16.0,hellkeller bier / zwickel bier,lager,1.0
2083,0.067,33.0,13,CynicAle,Saison / Farmhouse Ale,61,16.0,cynicalesaison / farmhouse ale,ale,0.0
2084,0.062,99.0,12,Furious,American IPA,61,16.0,furiousamerican ipa,ale,0.0
2085,0.073,50.0,1242,Big Nose,American IPA,447,12.0,big noseamerican ipa,ale,0.0
2086,0.05,10.0,1241,Cotton Mouth,Witbier,447,12.0,cotton mouthwitbier,ale,0.0
2087,0.056,35.0,1240,Stump Knocker Pale Ale,American Pale Ale (APA),447,12.0,stump knocker pale aleamerican pale ale (apa),ale,0.0
2088,0.05,38.0,1239,Midnight Oil,Oatmeal Stout,447,12.0,midnight oiloatmeal stout,ale,0.0
2089,0.059,18.0,1238,Wild Night,Cream Ale,447,12.0,wild nightcream ale,ale,0.0
2091,0.055,35.0,2568,Take Two Pils,German Pilsener,49,12.0,take two pilsgerman pilsener,lager,1.0
2095,0.08,95.0,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,449,12.0,dodgy knight imperial ipaamerican double / imperial ipa,ale,0.0
2097,0.05,44.0,663,TailGate IPA,American IPA,449,24.0,tailgate ipaamerican ipa,ale,0.0
2098,0.05,44.0,662,TailGate IPA,American IPA,449,12.0,tailgate ipaamerican ipa,ale,0.0
2099,0.049,28.0,623,TailGate Hefeweizen,Hefeweizen,449,24.0,tailgate hefeweizenhefeweizen,ale,0.0
2100,0.05,19.0,622,Blacktop Blonde,American Blonde Ale,449,24.0,blacktop blondeamerican blonde ale,ale,0.0
2101,0.05,19.0,362,Blacktop Blonde,American Blonde Ale,449,12.0,blacktop blondeamerican blonde ale,ale,0.0
2102,0.049,28.0,361,TailGate Hefeweizen,Hefeweizen,449,12.0,tailgate hefeweizenhefeweizen,ale,0.0
2103,0.085,34.0,2575,Wooden Rooster,Tripel,45,16.9,wooden roostertripel,ale,0.0
2104,0.048,20.0,2555,Ginger Peach Saison,Saison / Farmhouse Ale,45,16.0,ginger peach saisonsaison / farmhouse ale,ale,0.0
2105,0.062,35.0,1736,Zombie Monkie,American Porter,45,16.0,zombie monkieamerican porter,ale,0.0
2106,0.056,20.0,1196,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,45,16.0,wild plum farmhouse alesaison / farmhouse ale,ale,0.0
2107,0.05,20.0,1063,Vanilla Bean Buffalo Sweat,Oatmeal Stout,45,16.0,vanilla bean buffalo sweatoatmeal stout,ale,0.0
2108,0.068,110.0,1017,Ethos IPA,American IPA,45,16.0,ethos ipaamerican ipa,ale,0.0
2109,0.044,12.0,1009,Tallgrass Pub Ale,American Brown Ale,45,16.0,tallgrass pub aleamerican brown ale,ale,0.0
2110,0.07200000000000001,93.0,912,Oasis,Extra Special / Strong Bitter (ESB),45,16.0,oasisextra special / strong bitter (esb),ale,0.0
2111,0.05,20.0,765,Buffalo Sweat,Milk / Sweet Stout,45,16.0,buffalo sweatmilk / sweet stout,ale,0.0
2112,0.05,20.0,676,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,16.0,halcyon unfiltered wheatamerican pale wheat ale,ale,0.0
2115,0.05,20.0,412,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,12.0,halcyon unfiltered wheatamerican pale wheat ale,ale,0.0
2116,0.05,16.0,105,Köld Lager (2010),German Pilsener,45,16.0,köld lager (2010)german pilsener,lager,1.0
2117,0.07200000000000001,93.0,104,Oasis (2010),American Double / Imperial IPA,45,16.0,oasis (2010)american double / imperial ipa,ale,0.0
2118,0.044,22.0,103,Tallgrass Ale,American Brown Ale,45,16.0,tallgrass aleamerican brown ale,ale,0.0
2119,0.05,20.0,102,Buffalo Sweat (2010),Milk / Sweet Stout,45,16.0,buffalo sweat (2010)milk / sweet stout,ale,0.0
2120,0.063,60.0,101,Tallgrass IPA,American IPA,45,16.0,tallgrass ipaamerican ipa,ale,0.0
2124,0.07,80.0,544,Old Elephant Foot IPA,American IPA,490,16.0,old elephant foot ipaamerican ipa,ale,0.0
2125,0.065,35.0,2640,Peck's Porter,American Porter,7,16.0,peck's porteramerican porter,ale,0.0
2128,0.08,22.0,2601,Deduction,Dubbel,28,12.0,deductiondubbel,ale,0.0
2135,0.047,42.0,1082,RecreationAle,American Pale Ale (APA),469,12.0,recreationaleamerican pale ale (apa),ale,0.0
2136,0.055,35.0,2119,First Stand,Saison / Farmhouse Ale,215,12.0,first standsaison / farmhouse ale,ale,0.0
2137,0.063,23.0,2118,Battle LIne,American Brown Ale,215,12.0,battle lineamerican brown ale,ale,0.0
2139,0.071,69.0,2116,Brutus,English India Pale Ale (IPA),215,12.0,brutusenglish india pale ale (ipa),ale,0.0
2144,0.08,120.0,1111,Heady Topper,American Double / Imperial IPA,272,16.0,heady topperamerican double / imperial ipa,ale,0.0
2145,0.08,120.0,379,Heady Topper,American Double / Imperial IPA,272,16.0,heady topperamerican double / imperial ipa,ale,0.0
2146,0.046,20.0,1200,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,457,12.0,bomber mountain amber ale (2013)american amber / red ale,ale,0.0
2147,0.07,75.0,1199,Indian Paintbrush IPA,American IPA,457,12.0,indian paintbrush ipaamerican ipa,ale,0.0
2148,0.048,16.0,1198,Saddle Bronc Brown Ale (2013),English Brown Ale,457,12.0,saddle bronc brown ale (2013)english brown ale,ale,0.0
2149,0.059,15.0,1197,Wagon Box Wheat Beer,American Pale Wheat Ale,457,12.0,wagon box wheat beeramerican pale wheat ale,ale,0.0
2153,0.052000000000000005,16.0,1748,Bronx Summer Pale Ale,American Pale Ale (APA),329,16.0,bronx summer pale aleamerican pale ale (apa),ale,0.0
2154,0.057,46.0,1747,Bronx Black Pale Ale,American Black Ale,329,16.0,bronx black pale aleamerican black ale,ale,0.0
2155,0.063,50.0,1037,Bronx Pale Ale,American Pale Ale (APA),329,16.0,bronx pale aleamerican pale ale (apa),ale,0.0
2156,0.052000000000000005,35.0,2594,Surfrider,American Pale Ale (APA),33,16.0,surfrideramerican pale ale (apa),ale,0.0
2159,0.069,34.0,1562,Grandma's Pecan,English Brown Ale,33,16.0,grandma's pecanenglish brown ale,ale,0.0
2160,0.099,101.0,1561,Double Trunk,American Double / Imperial IPA,33,16.0,double trunkamerican double / imperial ipa,ale,0.0
2161,0.046,45.0,1749,Just IPA,American IPA,328,12.0,just ipaamerican ipa,ale,0.0
2169,0.048,18.0,2347,Hunny Do Wheat,American Pale Wheat Ale,142,12.0,hunny do wheatamerican pale wheat ale,ale,0.0
2173,0.051,11.0,2421,Watermelon Ale,Fruit / Vegetable Beer,108,12.0,watermelon alefruit / vegetable beer,ale,0.0
2174,0.04,18.0,2319,Knotty Blonde Ale,American Blonde Ale,153,12.0,knotty blonde aleamerican blonde ale,ale,0.0
2175,0.062,40.0,2317,Fivepine Chocolate Porter,American Porter,153,12.0,fivepine chocolate porteramerican porter,ale,0.0
2176,0.062,82.0,2316,Hoodoo Voodoo IPA,American IPA,153,12.0,hoodoo voodoo ipaamerican ipa,ale,0.0
2177,0.053,22.0,1913,Hydraulion Red,Irish Red Ale,273,12.0,hydraulion redirish red ale,ale,0.0
2178,0.06,50.0,1912,40 Mile IPA,American IPA,273,12.0,40 mile ipaamerican ipa,ale,0.0
2179,0.055,64.0,2617,Citra Faced,American Pale Wheat Ale,21,16.0,citra facedamerican pale wheat ale,ale,0.0
2180,0.055,31.0,2616,Pole Barn Stout,Oatmeal Stout,21,16.0,pole barn stoutoatmeal stout,ale,0.0
2181,0.054000000000000006,37.0,2615,Pale,American Pale Ale (APA),21,16.0,paleamerican pale ale (apa),ale,0.0
2182,0.053,27.0,2614,Yoshi's Nectar,California Common / Steam Beer,21,16.0,yoshi's nectarcalifornia common / steam beer,lager,1.0
2187,0.058,20.0,2623,Cafe Leche,American Porter,17,16.0,cafe lecheamerican porter,ale,0.0
2189,0.12,90.0,2621,Csar,Russian Imperial Stout,17,16.0,csarrussian imperial stout,ale,0.0
2191,0.085,115.0,1449,Overlord Imperial IPA,American Double / Imperial IPA,17,16.0,overlord imperial ipaamerican double / imperial ipa,ale,0.0
2192,0.058,36.0,951,Alloy,American IPA,17,16.0,alloyamerican ipa,ale,0.0
2193,0.051,22.0,950,Rivet Irish Red Ale,Irish Red Ale,17,16.0,rivet irish red aleirish red ale,ale,0.0
2194,0.052000000000000005,50.0,949,3 Gear Robust Porter,American Porter,17,16.0,3 gear robust porteramerican porter,ale,0.0
2195,0.045,35.0,948,Circuit Bohemian Pilsner,Czech Pilsener,17,16.0,circuit bohemian pilsnerczech pilsener,lager,1.0
2197,0.07,60.0,1755,Juke Joint IPA,American IPA,152,12.0,juke joint ipaamerican ipa,ale,0.0
2198,0.07,35.0,1754,Parade Ground Coffee Porter,American Porter,152,12.0,parade ground coffee porteramerican porter,ale,0.0
2200,0.045,18.0,529,Tin Roof Blonde Ale,American Blonde Ale,152,12.0,tin roof blonde aleamerican blonde ale,ale,0.0
2201,0.055,37.0,495,Voodoo Bengal Pale Ale,American Pale Ale (APA),152,12.0,voodoo bengal pale aleamerican pale ale (apa),ale,0.0
2202,0.045,28.0,494,Perfect Tin Amber,American Amber / Red Ale,152,12.0,perfect tin amberamerican amber / red ale,ale,0.0
2203,0.073,87.0,1856,IPA & a Half,American IPA,291,12.0,ipa & a halfamerican ipa,ale,0.0
2204,0.055,33.0,736,Ornery Amber Lager (2003),Vienna Lager,291,12.0,ornery amber lager (2003)vienna lager,lager,1.0
2207,0.062,72.0,1938,Almanac IPA,American IPA,265,12.0,almanac ipaamerican ipa,ale,0.0
2209,0.06,30.0,1936,Farmer's Tan Red Ale,American Amber / Red Ale,265,12.0,farmer's tan red aleamerican amber / red ale,ale,0.0
2214,0.075,93.0,2444,Nugget Nectar,American Amber / Red Ale,97,16.0,nugget nectaramerican amber / red ale,ale,0.0
2215,0.045,45.0,2203,Sunshine Pils,American Pilsner,97,12.0,sunshine pilsamerican pilsner,lager,1.0
2216,0.08199999999999999,25.0,1510,Troegenator Doublebock,Doppelbock,97,16.0,troegenator doublebockdoppelbock,lager,1.0
2217,0.075,85.0,1509,Perpetual IPA,American IPA,97,12.0,perpetual ipaamerican ipa,ale,0.0
2218,0.055,52.0,433,Greenville Pale Ale,American Pale Ale (APA),539,12.0,greenville pale aleamerican pale ale (apa),ale,0.0
2219,0.062,65.0,641,Hoppy Boy,American IPA,520,16.0,hoppy boyamerican ipa,ale,0.0
2220,0.054000000000000006,26.0,2588,Cow Creek,American Amber / Red Lager,38,12.0,cow creekamerican amber / red lager,lager,1.0
2221,0.075,63.0,2458,Chupahopra,American IPA,38,12.0,chupahopraamerican ipa,ale,0.0
2222,0.051,19.0,2212,Twisted X,American Adjunct Lager,38,12.0,twisted xamerican adjunct lager,lager,1.0
2223,0.041,41.0,2235,Day Hike Session,American IPA,190,12.0,day hike sessionamerican ipa,ale,0.0
2224,0.048,48.0,1661,Trailhead ISA,American IPA,190,12.0,trailhead isaamerican ipa,ale,0.0
2225,0.052000000000000005,27.0,1660,Immersion Amber,American Amber / Red Ale,190,12.0,immersion amberamerican amber / red ale,ale,0.0
2226,0.062,70.0,1659,Evo IPA,American IPA,190,12.0,evo ipaamerican ipa,ale,0.0
2228,0.062,70.0,1173,Evolutionary IPA (2012),American IPA,190,12.0,evolutionary ipa (2012)american ipa,ale,0.0
2229,0.057,36.0,560,Persnickety Pale,American Pale Ale (APA),190,12.0,persnickety paleamerican pale ale (apa),ale,0.0
2230,0.054000000000000006,20.0,519,SoDo Brown Ale,American Brown Ale,190,12.0,sodo brown aleamerican brown ale,ale,0.0
2231,0.052000000000000005,27.0,518,Immersion Amber Ale (2011),American Amber / Red Ale,190,12.0,immersion amber ale (2011)american amber / red ale,ale,0.0
2232,0.062,70.0,505,Evolutionary IPA (2011),American IPA,190,12.0,evolutionary ipa (2011)american ipa,ale,0.0
2233,0.048,48.0,482,Trailhead India Style Session Ale (2011),American IPA,190,12.0,trailhead india style session ale (2011)american ipa,ale,0.0
2235,0.063,69.0,2497,Wobble,American IPA,74,16.0,wobbleamerican ipa,ale,0.0
2236,0.058,43.0,2246,Night Cat,American Dark Wheat Ale,74,12.0,night catamerican dark wheat ale,ale,0.0
2237,0.058,43.0,1630,Night Cat (2014),American Dark Wheat Ale,74,12.0,night cat (2014)american dark wheat ale,ale,0.0
2238,0.051,17.0,1284,Dog Days Lager,Dortmunder / Export Lager,74,12.0,dog days lagerdortmunder / export lager,lager,1.0
2239,0.051,36.0,1121,Sidekick Extra Pale Ale,American Pale Ale (APA),74,12.0,sidekick extra pale aleamerican pale ale (apa),ale,0.0
2240,0.077,23.0,1042,Atom Smasher,Märzen / Oktoberfest,74,12.0,atom smashermärzen / oktoberfest,ale,0.0
2243,0.07,68.0,861,Cane and Ebel,American Strong Ale,74,12.0,cane and ebelamerican strong ale,ale,0.0
2251,0.05,10.0,2310,PUNK'N,Pumpkin Ale,159,12.0,punk'npumpkin ale,ale,0.0
2252,0.04,22.0,2100,Yard Sale Winter Lager,American Amber / Red Lager,159,12.0,yard sale winter lageramerican amber / red lager,ale,0.0
2253,0.04,42.0,1925,Trader Session IPA,American IPA,159,12.0,trader session ipaamerican ipa,ale,0.0
2254,0.073,83.0,1723,Hop Nosh IPA,American IPA,159,12.0,hop nosh ipaamerican ipa,ale,0.0
2255,0.04,17.0,1212,SUM'R,American Blonde Ale,159,12.0,sum'ramerican blonde ale,ale,0.0
2256,0.04,32.0,1097,Organic Baba Black Lager,Schwarzbier,159,12.0,organic baba black lagerschwarzbier,lager,1.0
2257,0.073,82.0,1089,Hop Notch IPA (2013),American IPA,159,12.0,hop notch ipa (2013)american ipa,ale,0.0
2258,0.04,34.0,1088,Cutthroat Pale Ale,American Pale Ale (APA),159,12.0,cutthroat pale aleamerican pale ale (apa),ale,0.0
2259,0.04,29.0,974,WYLD Extra Pale Ale,American Pale Ale (APA),159,12.0,wyld extra pale aleamerican pale ale (apa),ale,0.0
2261,0.06,75.0,2372,The Green Room,American IPA,126,16.0,the green roomamerican ipa,ale,0.0
2262,0.047,25.0,2367,Humbucker Helles,Maibock / Helles Bock,126,16.0,humbucker hellesmaibock / helles bock,lager,1.0
2271,0.085,90.0,2507,Double Duckpin,American Double / Imperial IPA,71,12.0,double duckpinamerican double / imperial ipa,ale,0.0
2272,0.042,10.0,2506,Old Pro,Gose,71,12.0,old progose,ale,0.0
2275,0.045,50.0,2190,Campside Session IPA,American IPA,202,16.0,campside session ipaamerican ipa,ale,0.0
2276,0.045,15.0,1951,Upland Wheat Ale,Witbier,202,16.0,upland wheat alewitbier,ale,0.0
2280,0.068,24.0,2563,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,51,19.2,lee hill series vol. 2 - wild saisonamerican wild ale,ale,0.0
2281,0.099,51.0,2562,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,51,19.2,lee hill series vol. 3 - barrel aged imperial stoutamerican double / imperial stout,ale,0.0
2284,0.065,33.0,1932,Thai Style White IPA,American White IPA,51,12.0,thai style white ipaamerican white ipa,ale,0.0
2285,0.075,30.0,1853,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,51,19.2,ferus fluxus wild belgian pale aleamerican wild ale,ale,0.0
2286,0.099,90.0,1315,Upslope Imperial India Pale Ale,American Double / Imperial IPA,51,19.2,upslope imperial india pale aleamerican double / imperial ipa,ale,0.0
2289,0.075,30.0,683,Upslope Belgian Style Pale Ale,Belgian Pale Ale,51,12.0,upslope belgian style pale alebelgian pale ale,ale,0.0
2291,0.048,15.0,466,Top Rope Mexican-style Craft Lager,Vienna Lager,51,12.0,top rope mexican-style craft lagervienna lager,lager,1.0
2292,0.048,22.0,444,Upslope Craft Lager,Vienna Lager,51,12.0,upslope craft lagervienna lager,lager,1.0
2296,0.053,22.0,382,Common Sense Kentucky Common Ale,American Brown Ale,546,16.0,common sense kentucky common aleamerican brown ale,ale,0.0
2297,0.065,70.0,381,Upstate I.P.W.,American IPA,546,12.0,upstate i.p.w.american ipa,ale,0.0
2299,0.09,75.0,1825,Squatters Hop Rising Double IPA,American Double / Imperial IPA,302,12.0,squatters hop rising double ipaamerican double / imperial ipa,ale,0.0
2304,0.09,75.0,1680,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,302,12.0,squatters hop rising double ipa (2014)american double / imperial ipa,ale,0.0
2312,0.092,25.0,1770,Voodoo Love Child,Tripel,322,12.0,voodoo love childtripel,ale,0.0
2313,0.079,23.0,1769,White Magick of the Sun,Witbier,322,12.0,white magick of the sunwitbier,ale,0.0
